asin,title,imgUrl,productURL,stars,reviews,price,listPrice,category_id,isBestSeller,boughtInLastMonth,category_name,price_capped,reviews_capped
B0C72BBX2K,340-Piece Drywall Anchors and Screws Combo Pack - Includes 170 Plastic Wall Anchors and 170 Screws - Assorted Sizes - Organizer Box Included,https://m.media-amazon.com/images/I/719Vn02sGsL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C72BBX2K,4.6,0,6.9,0.0,154,False,700,Fasteners,6.9,0.0
B0BKGCPHVH,"Girl Tutu Skirts,3Layers Tulle Sequin Star Ballet Dance Tutu Skirt Princess Christmas Skirt for Girl Toddler 2-8 Years",https://m.media-amazon.com/images/I/51lttzoeKlL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BKGCPHVH,4.3,44,7.99,0.0,91,False,0,Girls' Clothing,7.99,44.0
B08M4BN431,Corsair iCUE 5000X RGB Tempered Glass Mid-Tower ATX PC Smart Case - White,https://m.media-amazon.com/images/I/716nFovNhSL._AC_UL320_.jpg,https://www.amazon.com/dp/B08M4BN431,4.8,0,189.99,214.99,63,False,0,Computer Components,189.99,0.0
B097YXFWL4,"Dr. Scholl's Moleskin Padding Strips, 3 Strips // Thin, Flexible Cushioning & Pain Relief - Cut to Any Size - Doctor Recommended - Strip Size 4 1/8 Inches X 3 3/8 Inches",https://m.media-amazon.com/images/I/81rbkYmbw4L._AC_UL320_.jpg,https://www.amazon.com/dp/B097YXFWL4,4.7,0,5.99,6.66,131,False,3000,Health Care Products,5.99,0.0
B07W3SH69B,"COKOHAPPY Halloween Temporary Face Tattoos Makeup Kit (13 Pack), Day of the Dead Sugar Skull Floral Black Skeleton Web Red Roses Full Face Mask Stickers Tattoo Families Party Supplies",https://m.media-amazon.com/images/I/71ije6pzB-L._AC_UL320_.jpg,https://www.amazon.com/dp/B07W3SH69B,4.3,613,6.99,0.0,48,False,200,Makeup,6.99,613.0
B07L3Y9DBH,Girls Fashion PU Leather Motorcycle Jacket Children's Outerwear Slim Coat 2-12 Years,https://m.media-amazon.com/images/I/61rBUW+WuwL._AC_UL320_.jpg,https://www.amazon.com/dp/B07L3Y9DBH,4.5,65,31.99,0.0,91,False,0,Girls' Clothing,31.99,65.0
B09NSCJC9W,"Google Nest WiFi - AC2200 (2nd Generation) Router and Add On Access Point Mesh Wi-Fi System (3-Pack, Snow)",https://m.media-amazon.com/images/I/41LKK7X+HNL._AC_UL320_.jpg,https://www.amazon.com/dp/B09NSCJC9W,4.4,0,169.0,227.0,81,False,0,Computers,169.0,0.0
B00PA4AG7S,"Boys' P0425/S Polarized Rectangular Sunglasses, Shiny Black, 55 mm",https://m.media-amazon.com/images/I/61PQghYG1mL._AC_UL320_.jpg,https://www.amazon.com/dp/B00PA4AG7S,5.0,0,12.72,0.0,87,False,0,Boys' Accessories,12.72,0.0
B07YJFH22W,"MATEIN Travel Laptop Backpack for Men, Water Resistant Anti-Theft Bag with USB Charging Port Fits 15.6 Inch Computer, Sturdy Work Business Backpacks for Men Women Gifts, Lightweight Casual Daypack",https://m.media-amazon.com/images/I/91SbTjSHMEL._AC_UL320_.jpg,https://www.amazon.com/dp/B07YJFH22W,4.7,0,29.97,45.99,65,False,0,Laptop Accessories,29.97,0.0
B0CDS4W8FZ,6Pcs Halloween Light Up Pumpkin Necklace Halloween LED Necklaces Glow in the Dark Flashing Jack O Lantern Necklace Party Favors,https://m.media-amazon.com/images/I/611sOIL-fcL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CDS4W8FZ,5.0,0,20.99,29.99,225,False,100,Kids' Dress Up & Pretend Play,20.99,0.0
B0BYS37QHF,"Corrugated Cardboard Cat House Castle – Let Your Kitties Scratch, Play, & Rest in Your 19 x 29 x 31 in. Cardboard Cat House for Indoor Cats – Large Majestic Manor Design – Cat Play House from LARSA",https://m.media-amazon.com/images/I/61O0qf-l-AL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BYS37QHF,3.8,27,43.19,0.0,179,False,0,Cat Supplies,43.19,27.0
B0C4KF99VZ,"FBCOO Halloween I Smell Children Mailbox Cover Magnetic Standard Size 21"" x 19"", Sanderson Sisters Witch Hocus Pocus Decorative Post Letter Box Decor, Spider Web Holiday Garden Yard Outdoor Decoration",https://m.media-amazon.com/images/I/71AEmjQ0uCL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C4KF99VZ,4.7,4,12.99,16.99,211,False,0,Hardware,12.99,4.0
B0C4GX7KTV,"Linsoul Raptgo Bridge 2BA+2DD+PZT Tribrid in-Ear Monitor, HiFi IEM with Tuning Switch, Interchangeable Metal Filters, 4 Way Crossover for Musician Audiophile DJ Studio (Purple, Bridge)",https://m.media-amazon.com/images/I/61ULyosp6+L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C4GX7KTV,4.7,5,159.0,0.0,71,False,0,Headphones & Earbuds,159.0,5.0
B00JW206CE,Dorman 1610250 Driver Side Tail Light Assembly Compatible with Select Ford Models,https://m.media-amazon.com/images/I/91Y5EfobmlL._AC_UL320_.jpg,https://www.amazon.com/dp/B00JW206CE,4.8,0,24.58,0.0,22,False,0,"Lights, Bulbs & Indicators",24.58,0.0
B07FMFVTRP,TARTE Double Duty Beauty Shape Tape Contour Concealer Medium Honey,https://m.media-amazon.com/images/I/51-gsE8GOFL._AC_UL320_.jpg,https://www.amazon.com/dp/B07FMFVTRP,4.5,0,26.9,0.0,48,False,100,Makeup,26.9,0.0
B0784QTL47,HJ Garden XH-W3002 Mini Thermostat DC 12V 10A Digital LED Temperature Controller -50 to 110 Degree Heating/Cooling Temperature Control Switch with Waterproof Sensor Probe,https://m.media-amazon.com/images/I/61bwphhHa8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0784QTL47,4.0,0,9.99,20.99,213,False,0,Measuring & Layout,9.99,0.0
B00GM5F39A,"Southco C5 Series Powder Coated Zinc Alloy Sealed Large Lever Hand Operated Compression Latch, Non Locking, 0.04""-0.43"" Thick, 0.04""-0.55"" Grip Range, Black",https://m.media-amazon.com/images/I/61voLZNtpHL._AC_UL320_.jpg,https://www.amazon.com/dp/B00GM5F39A,4.7,6,37.6,0.0,141,False,0,Industrial Hardware,37.6,6.0
B06ZZ79P66,Hand Spinners 25 PC Color Bundle Bulk EDC Tri-Spinner Desk School Toy Anxiety Relief ADHD Student Relax Therapy Pack Combo Wholesale Green Red Black White Blue Yellow Glow Pink Glow Sky Blue,https://m.media-amazon.com/images/I/613yJdaxymL._AC_UL320_.jpg,https://www.amazon.com/dp/B06ZZ79P66,4.5,0,24.99,29.99,218,False,300,Novelty Toys & Amusements,24.99,0.0
B07L1MQWFW,Jack Skellington Nightmare before Christmas necklace,https://m.media-amazon.com/images/I/71yGrcpn6TL._AC_UL320_.jpg,https://www.amazon.com/dp/B07L1MQWFW,4.0,10,16.99,0.0,95,False,0,Girls' Jewelry,16.99,10.0
B0CBJHYLD1,"National Hispanic Heritage Month Table Runner Latino Countries Culture Decoration Home Kitchen Dining Room Decor (13"" x 72"")",https://m.media-amazon.com/images/I/81ih+PZK+oL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CBJHYLD1,5.0,0,9.99,0.0,156,False,200,Food Service Equipment & Supplies,9.99,0.0
B07JW8DRZF,"Blackstone 5071 Premium Leak-Free 32 oz Large Set of 2 Durable Clear Food Dispenser Squeeze Squirt Bottle Griddle Accessory with Cap for Sauces, Oil, Condiments,Salad Dressings, Water",https://m.media-amazon.com/images/I/61fHxSU8D2L._AC_UL320_.jpg,https://www.amazon.com/dp/B07JW8DRZF,4.6,0,9.99,12.99,170,False,4000,Kitchen & Dining,9.99,0.0
B085VYS7KJ,"sofirn SP40 Rechargeable Headlamp 1200 Lumen, Powerful 5500K LED Flashlight, Right Angle Headlight for Repairing Running Camping Hiking",https://m.media-amazon.com/images/I/71IuBF+YkOL._AC_UL320_.jpg,https://www.amazon.com/dp/B085VYS7KJ,4.5,0,35.99,0.0,205,False,50,Safety & Security,35.99,0.0
B0B1QQBPM7,Adhoklop 1248 Pcs (624 Pairs) Thin Clear Dots with Adhesive Hook and Loop Nylon Transparent Sticky Back Coins 0.59 Inch Diameter Fastener for School Classroom Teacher Supplies (Clear),https://m.media-amazon.com/images/I/81ronSp7jZL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B1QQBPM7,4.8,0,9.99,0.0,6,False,300,Sewing Products,9.99,0.0
B0CDHF844Z,"Women Top Handle Handbag, Medium Vienna Vegan Leather Designer",https://m.media-amazon.com/images/I/61A5b8DpREL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CDHF844Z,5.0,2,59.99,0.0,118,False,0,Women's Handbags,59.99,2.0
B09YCR29D9,Retractable Baby Gate Hardware Replacement Parts Kit (White) Full Set Wall Mounting Accessories Brackets Screws and Anchors for Child and Dog Gate,https://m.media-amazon.com/images/I/61b+ZbDQL1L._AC_UL320_.jpg,https://www.amazon.com/dp/B09YCR29D9,4.2,0,13.99,0.0,33,False,0,Baby Safety Products,13.99,0.0
B077XVDQ5R,"Replacement 4-Pack TRRS Male Plug 4 Pole 1/8"" 3.5mm Solder Type DIY Audio Cable Connector for Repair Headphones Headset",https://m.media-amazon.com/images/I/61HzF7Fyj+L._AC_UL320_.jpg,https://www.amazon.com/dp/B077XVDQ5R,4.1,0,7.99,0.0,82,False,0,Home Audio & Theater Products,7.99,0.0
B0B62P2PJF,"Beenlen 180 Pcs Rubber Grommet Assortment Kit, Electrical Wire Gasket Kit Rubber Gasket Kit Rubber Grommets Automotive & Plumbing-Black & White",https://m.media-amazon.com/images/I/61jHWz6xFFL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B62P2PJF,5.0,2,11.29,0.0,141,False,0,Industrial Hardware,11.29,2.0
B07932QK4N,Cambridge Audio Alva Duo | Phono Preamp for Moving Magnet & Moving Coil Turntables,https://m.media-amazon.com/images/I/81sLRu-0OuL._AC_UL320_.jpg,https://www.amazon.com/dp/B07932QK4N,4.5,0,349.0,0.0,82,False,0,Home Audio & Theater Products,349.0,0.0
B09B8W9KRY,"Little Pear Besties Frame, Pet Keepsake Picture Frame, Sibling Keepsake Picture Frame, Baby Girl Or Baby Boy Nursery Décor, 4x6 Photo Insert, Tabletop Picture Frame, Gray",https://m.media-amazon.com/images/I/61YNwdLEWkL._AC_UL320_.jpg,https://www.amazon.com/dp/B09B8W9KRY,3.9,0,10.37,11.3,39,False,0,Baby Gifts,10.37,0.0
B0B57PLPG7,"smokebuddy Eco Green Jr Personal Air Filter, small",https://m.media-amazon.com/images/I/81E6XjN+3IL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B57PLPG7,4.3,0,15.14,19.95,171,False,0,"Heating, Cooling & Air Quality",15.14,0.0
B0C1YVJX9T,"Baby Proofing, 10Ft Clear Edge Protector Strip with 4 Table Corner Protector Guards, Kids Safety Edge Covers Soft Pre-Tape Adhesive for Tables Cabinets",https://m.media-amazon.com/images/I/71lPdB7Y0pL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C1YVJX9T,3.3,0,8.99,0.0,33,False,0,Baby Safety Products,8.99,0.0
B07M8S3RY4,4pcs Weld Gauge Key Welding Fillet Throat Size & Leg Length Gage Set in Inch & Mm Stainless Steel,https://m.media-amazon.com/images/I/51gg0TAUKdL._AC_UL320_.jpg,https://www.amazon.com/dp/B07M8S3RY4,5.0,0,11.99,0.0,214,False,0,Welding & Soldering,11.99,0.0
B0C24PQT1Z,"27"" Extra Large Canvas Tote Bag for Women, Weekender Bags for Women, Travel Duffel Bag，Beach Bag, and Overnight Bags for Women 27"" X 16"" X 10"",Black",https://m.media-amazon.com/images/I/71fAYBRjz8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C24PQT1Z,5.0,0,30.99,0.0,99,False,0,Travel Duffel Bags,30.99,0.0
B01LXRM9CH,"Dynasty Hardware 3-1/2"" x 3-1/2"" Mortise Spring Hinge with 5/8"" Radius Corners, Satin Nickel - Pack Of 2 Hinges",https://m.media-amazon.com/images/I/61VZU5DgjWL._AC_UL320_.jpg,https://www.amazon.com/dp/B01LXRM9CH,4.6,0,21.95,0.0,138,False,0,Commercial Door Products,21.95,0.0
B0C81CL87X,Simxkai Rainbow Delta Kite Butterfly Kite Octopus Kite Pocket Kite for Kids Adults Easy to Fly (2/3/4 Pack),https://m.media-amazon.com/images/I/71VWLpsGkLL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C81CL87X,4.7,8,17.99,0.0,270,False,0,Toys & Games,17.99,8.0
B085SZRWV4,"Zoizocp Spray Bottles, 2oz/50ml Clear Empty Fine Mist Plastic Mini Travel Bottle Set, Small Refillable Liquid Containers with 2pcs Funnels and 24pcs Labels (6 Pack)",https://m.media-amazon.com/images/I/61hNWt1fqFL._AC_UL320_.jpg,https://www.amazon.com/dp/B085SZRWV4,4.6,7604,8.99,10.99,50,False,3000,Beauty Tools & Accessories,8.99,4188.580000000013
B07QYCJNZ3,"Amaco Rub 'N Buff Wax Metallic Finish, 3 Color Grey Assortment (Ebony, Silver Leaf, Pewter)",https://m.media-amazon.com/images/I/71ZqXx2BKpL._AC_UL320_.jpg,https://www.amazon.com/dp/B07QYCJNZ3,4.5,0,22.95,0.0,10,False,0,"Painting, Drawing & Art Supplies",22.95,0.0
B07H88R184,Sport Watches for Mens Black Skeleton Dial Steel Tourbillon Watch RGA703,https://m.media-amazon.com/images/I/71W+I8wl0zL._AC_UL320_.jpg,https://www.amazon.com/dp/B07H88R184,4.2,0,212.0,0.0,113,False,0,Men's Watches,212.0,0.0
B01JBLDNDO,"Astro Tools 78310 10-Piece 3/8"" Drive Low Profile Nano Impact Sockets - SAE",https://m.media-amazon.com/images/I/71Eqp1kCZSL._AC_UL320_.jpg,https://www.amazon.com/dp/B01JBLDNDO,4.8,443,27.99,37.43,17,False,100,Automotive Tools & Equipment,27.99,443.0
B08RHYCD4X,"Toothbrush Replacement Heads Compatible with FW ,Toothbrush Heads Compatible with FW507/508/551/515/917/ 959/2011,FW-D1/D3/D7/D8 5pc Medium Soft Black",https://m.media-amazon.com/images/I/71nhw0LEEvL._AC_UL320_.jpg,https://www.amazon.com/dp/B08RHYCD4X,4.4,0,6.99,0.0,45,False,0,Beauty & Personal Care,6.99,0.0
B07XYZ942H,S925 Sterling Silver Dainty Turquoise/Opal Pendant Necklace Petite Birthstone Layering Necklace for Women Girls,https://m.media-amazon.com/images/I/51UEt6RofzL._AC_UL320_.jpg,https://www.amazon.com/dp/B07XYZ942H,4.1,69,14.99,0.0,95,False,0,Girls' Jewelry,14.99,69.0
B0C5DJMG2K,Wednesday Addams Swimsuit Dress Girls 2-Piece Bathing Suit Flower Printed Swimwear Bikini Set with Swim Cap,https://m.media-amazon.com/images/I/71-Jo1DLtPL._MCnd_AC_UL320_.jpg,https://www.amazon.com/dp/B0C5DJMG2K,5.0,2,18.99,20.99,91,False,0,Girls' Clothing,18.99,2.0
B08342B4SN,"Black and Gold Confetti Balloons, 50 Pack 12inch White Latex Party Balloon Set with Gold Ribbon for Graduation Wedding Birthday Baby Shower Decorations",https://m.media-amazon.com/images/I/71B8KV4z1yL._AC_UL320_.jpg,https://www.amazon.com/dp/B08342B4SN,4.6,0,7.99,8.99,13,False,800,Party Decorations,7.99,0.0
B072FKH3W9,Layrite Natural Matte Cream 10.5 Oz,https://m.media-amazon.com/images/I/71FVZY-Y8SL._AC_UL320_.jpg,https://www.amazon.com/dp/B072FKH3W9,4.9,0,48.0,0.0,47,False,900,Hair Care Products,48.0,0.0
B0B8CRPKL2,"Breathing Exercise Device for Lungs W/ Storage Case, Lung Exerciser Device for Drug-Free Therapy, Respiratory Muscle Trainer for Adults, Athletes, Green",https://m.media-amazon.com/images/I/71htBTY6mmL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B8CRPKL2,3.9,0,26.99,0.0,133,False,100,Home Use Medical Supplies & Equipment,26.99,0.0
B0014E4KY8,"Sensodyne Fresh Mint Cavity Prevention and Sensitivity Relief Toothpaste, Sensitive Teeth Treatment and Cavity Protection - 4 Ounces",https://m.media-amazon.com/images/I/719F1ckgSbL._AC_UL320_.jpg,https://www.amazon.com/dp/B0014E4KY8,4.7,0,6.98,0.0,126,False,1000,Oral Care Products,6.98,0.0
B0BZWBLGFC,Large Leaf Blanket Flannel Plant Blankets Soft Plush Giant Leaf Blanket Leaves Design for Bed Couch and Sofa Leaf Blanket Throw Green Leaf Design Accent for Plant Lovers 62.5x86.5 inches,https://m.media-amazon.com/images/I/71XzGhdTofL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZWBLGFC,4.8,0,25.99,0.0,164,False,50,Bedding,25.99,0.0
B0BV2Q4Q7L,"Ciniffo 3 Pack Airplane Launcher Toys, 2023 Upgrade LED Foam Glider Catapult Plane Toy, 2 Flight Modes, DIY Sticker, Outdoor Flying Toys Birthday Gifts for Kids Boys Girls 4 5 6 7 8 9 10 11+ Year Old",https://m.media-amazon.com/images/I/71DjO9pw-eL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BV2Q4Q7L,4.7,296,17.99,19.99,228,False,50,Sports & Outdoor Play Toys,17.99,296.0
B07YHYZM4K,"eXtremeRate Clear Atomic Purple Joycon Handheld Controller Housing (D-Pad Version) with Full Buttons, DIY Replacement Shell Case for Nintendo Switch & Switch OLED Joy-Con – Console Shell NOT Included",https://m.media-amazon.com/images/I/81J1uYe9fAL._AC_UY218_.jpg,https://www.amazon.com/dp/B07YHYZM4K,4.4,0,19.99,0.0,260,False,0,"Nintendo Switch Consoles, Games & Accessories",19.99,0.0
B0797D9G13,Wilkinson Sword Intuition FAB Women's Razor Blade Refills x3,https://m.media-amazon.com/images/I/81bDnZYdtHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0797D9G13,4.6,0,17.11,0.0,53,False,0,Shaving & Hair Removal Products,17.11,0.0
B0BVDSW93Z,Kitsch Spa Headband - Extra Wide Makeup Headband for Washing Face | Multi Purpose Skincare Headbands | Facial Headband & Hair Band For Washing Face | Face Wash Headbands for Women Makeup (MistyBlue),https://m.media-amazon.com/images/I/715z+TL89iL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BVDSW93Z,4.5,0,9.99,0.0,47,False,400,Hair Care Products,9.99,0.0
B0C3B6BXLK,"Ultrasonic Jewelry Cleaner, 45KHz Low Noise Portable Ultrasonic Machine for All Jewelry, Ring, Earrings, Necklace, Silver, Retainer, Eyeglass, Watches, Coins, Razors",https://m.media-amazon.com/images/I/5150qyH+D0L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3B6BXLK,4.5,0,16.99,19.99,150,False,300,Lab & Scientific Products,16.99,0.0
B09M6F91G4,"MageGee Wireless Gaming Keyboard, Rechargeable RGB LED Backlit Quiet Keyboard with Sidelight & Metal Panel, V510 2.4G Wireless Ergonomic Waterproof Office Keyboard, White and Pink",https://m.media-amazon.com/images/I/61ewMfXg44L._AC_UY218_.jpg,https://www.amazon.com/dp/B09M6F91G4,4.1,0,22.99,0.0,248,False,0,Mac Games & Accessories,22.99,0.0
B09CM6ZNK9,"3200mAh i7 Lithium ion Replacement Battery for Irobot Roomba J7 J7+ i7 7150 i7+ 7550 e5 e5152 e5154 e6 i3 3150 i3+ 3550 i2 2152 i4 4150 i4+ i4 evo 4552 and e/i Series Vacuum-4624864, ABL-D1 -BURFLO",https://m.media-amazon.com/images/I/61ly3jtNFbL._AC_UL320_.jpg,https://www.amazon.com/dp/B09CM6ZNK9,3.8,0,49.99,0.0,175,False,0,Vacuum Cleaners & Floor Care,49.99,0.0
B07DK2953J,"Unisex Kid's Newport H2 Sandal, black/lime green, 4 M US Toddler",https://m.media-amazon.com/images/I/71RYMAb9g2L._AC_UL320_.jpg,https://www.amazon.com/dp/B07DK2953J,5.0,0,32.24,55.0,90,False,0,Boys' Shoes,32.24,0.0
B07JZKKLFJ,"Women's Jamie-01 Vintage Round Toe T-Strap Mary Jane Costume Dress High Heel Swing Shoe with Sexy 3"" Heel for Every Flapper",https://m.media-amazon.com/images/I/71xEdcz6oAL._AC_UL320_.jpg,https://www.amazon.com/dp/B07JZKKLFJ,4.1,0,32.95,0.0,122,False,0,Women's Shoes,32.95,0.0
B09TCDKFPM,"Radio Complete 5 Ply Wood 100mm x 33mm Fingerboard with Upgraded 32mm Trucks, Lock Nuts, CNC Wheels",https://m.media-amazon.com/images/I/81SWx5XrftL._AC_UL320_.jpg,https://www.amazon.com/dp/B09TCDKFPM,3.8,0,24.99,0.0,232,False,0,Finger Toys,24.99,0.0
B0018DL372,"Linzer RM 403 0900 Plastic Tray, 1 Quart , Black",https://m.media-amazon.com/images/I/41WKA65cHUL._AC_UL320_.jpg,https://www.amazon.com/dp/B0018DL372,4.6,0,2.02,0.0,215,True,0,Tools & Home Improvement,2.02,0.0
B08RBW261P,"5M 2P Nickel Alloy Strip for 18650 Battery Spot Welding, Connect 18650 Battery in Parallel, 0.15x27mm Nickel(0.15mm)",https://m.media-amazon.com/images/I/41xP6cig9FL._AC_UL320_.jpg,https://www.amazon.com/dp/B08RBW261P,4.4,0,12.99,0.0,214,False,0,Welding & Soldering,12.99,0.0
B07W5FWJXW,"Sling Backpack, Travel Hiking Daypack Galaxy Rope Crossbody Shoulder Bag",https://m.media-amazon.com/images/I/71NDGz4JSeL._AC_UL320_.jpg,https://www.amazon.com/dp/B07W5FWJXW,4.6,0,19.99,0.0,107,False,0,Backpacks,19.99,0.0
B06Y2FF513,Triangular Oscillating Multi Tool Sanding Pads 3-1/8 Inch 80mm Assorted Grit 60/80/100/120/240 Grits Pack of 55 Pcs No.XG5501,https://m.media-amazon.com/images/I/714Uw6eeMWL._AC_UL320_.jpg,https://www.amazon.com/dp/B06Y2FF513,4.5,0,9.89,14.99,207,False,400,Power Tools & Hand Tools,9.89,0.0
B0B9GYNZ81,"20 Pcs Ten Frame Dice Large Foam Dice for Classroom Math Manipulatives Kindergarten Classroom Supplies for Teachers Elementary Subitizing Dice Educational Counting Toys Math Learning Tools, 4 Colors",https://m.media-amazon.com/images/I/817n374HGHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B9GYNZ81,5.0,0,21.99,0.0,223,False,100,Games & Accessories,21.99,0.0
B013KZ2BIA,"Midwest Tungsten Service TIG Welding Tungsten Electrodes 10-Pack (Blue - 2% Lanthanated Tungsten (WL20/EWLa-2), 3/32"")",https://m.media-amazon.com/images/I/61aDUfolX8L._AC_UL320_.jpg,https://www.amazon.com/dp/B013KZ2BIA,4.8,7767,29.99,0.0,17,False,300,Automotive Tools & Equipment,29.99,4188.580000000013
B09N2F9BC6,Unisex-Child Original First Classic Rain Boot,https://m.media-amazon.com/images/I/51k2SpFGmbL._AC_UL320_.jpg,https://www.amazon.com/dp/B09N2F9BC6,4.5,0,65.0,0.0,97,False,0,Girls' Shoes,65.0,0.0
B097B736LC,Nintendo Amiibo Samus/E.M.M.I. 2-in-1 Pack Switch,https://m.media-amazon.com/images/I/71Y+lGw3qAS._AC_UY218_.jpg,https://www.amazon.com/dp/B097B736LC,4.8,0,29.29,0.0,260,False,0,"Nintendo Switch Consoles, Games & Accessories",29.29,0.0
B079CKQR4N,"SIMOLIO 2 Pack of Wireless Car Headphones, 2 Channel IR Wireless Headphones for Kids, in Car Wireless DVD Headphones with Storage Bag for Universal Rear Entertainment System, Not for 2017+ Pacifica",https://m.media-amazon.com/images/I/61gDPKbHw9L._AC_UL320_.jpg,https://www.amazon.com/dp/B079CKQR4N,4.5,0,46.99,59.99,78,True,0,Vehicle Electronics,46.99,0.0
B014UEM23O,"goPure Vitamin C Facial Cleanser - Vitamin C Face Wash with Rosehip Oil, Gently Cleans Skin, Visibly Brightens and Reduces the Appearance of Dark Spots, For All Skin Types - 4.3 fl oz",https://m.media-amazon.com/images/I/61l3t+o3iKL._AC_UL320_.jpg,https://www.amazon.com/dp/B014UEM23O,4.6,0,19.0,0.0,49,False,300,Skin Care Products,19.0,0.0
B08YKCJCTZ,Dove Men+Care Antiperspirant Deodorant Charcoal 4 Count Antiperspirant Natural Inspired Deodorant for Men 2.6 OZ,https://m.media-amazon.com/images/I/81QKDCuuClL._AC_UL320_.jpg,https://www.amazon.com/dp/B08YKCJCTZ,4.7,0,32.0,35.16,52,False,900,Personal Care Products,32.0,0.0
B0BS1CN9FC,for CR-V 8PCS Car Door Handle Sticker Carbon Fiber Anti-Scratches Protective Films Door Side Paint Protection Car Door Handle Cup Protector Films Compatible with CR-V,https://m.media-amazon.com/images/I/61ZBVp2E4iL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BS1CN9FC,3.0,0,12.99,0.0,19,False,0,Car Care,12.99,0.0
B076JLHXZ9,"Swiss Madison Well Made Forever SM-1T106 Concorde One Piece Toilet, Glossy White",https://m.media-amazon.com/images/I/51ozqzsrSFL._AC_UL320_.jpg,https://www.amazon.com/dp/B076JLHXZ9,4.0,0,283.0,361.31,208,False,0,Kitchen & Bath Fixtures,283.0,0.0
B0CC1BC5X5,"Under Cabinet Lights Motion Sensor LED Light,44LED Under Counter Lights for Kitchen,LED Closet Light Wireless USB Charging,Night Lights with Remote Control for Wardrobe,Hallway,Stairs(2 Pcs)",https://m.media-amazon.com/images/I/81tKgtXsenL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CC1BC5X5,4.3,0,19.99,0.0,169,False,0,Home Lighting & Ceiling Fans,19.99,0.0
B0C53B5585,"Car Shift Boots, Car Gear Shift Boot Cover, Leather Shift Boots, Car Shift Knob Dust Cover, Waterproof Shift Knob Cover Auto Accessories Universal for Most Manual/Automatic Cars, Trucks, SUV (Black)",https://m.media-amazon.com/images/I/61gGFqHP8OL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C53B5585,3.3,0,6.99,0.0,23,False,50,Automotive Interior Accessories,6.99,0.0
B001L1EJTA,"Comfort Cushion Set (Seat and Back Cushions), Chocolate",https://m.media-amazon.com/images/I/61U2lqQ921S._AC_UL320_.jpg,https://www.amazon.com/dp/B001L1EJTA,4.4,109,59.95,0.0,124,False,0,Kids' Furniture,59.95,109.0
B07QV5N9VH,"45W Laptop Charger for Lenovo ADL45WCC PA-1450-55LL ADP-45DW B GX20L23044 Model Ideapad 3 3-14 3-15 3-17, 310 320 330 340 Series 15ABR 15IKB 15IAP 15ARR 14IKB, 20V 2.25A AC Adapter Power Supply Cord.",https://m.media-amazon.com/images/I/61WWmyR2qCL._AC_UL320_.jpg,https://www.amazon.com/dp/B07QV5N9VH,4.5,0,12.38,0.0,65,False,0,Laptop Accessories,12.38,0.0
B002BSA20M,Halo Reach,https://m.media-amazon.com/images/I/A13T3I2Tb7L._AC_UY218_.jpg,https://www.amazon.com/dp/B002BSA20M,4.7,0,29.99,0.0,245,False,50,"Xbox 360 Games, Consoles & Accessories",29.99,0.0
B0BWSVR8KR,"Lenovo 2022 IdeaPad 1 15.6"" HD Laptop, Athlon Silver 3050U, 20GB RAM, 512GB PCIe SSD, AMD Radeon Graphics, HD Webcam, HDMI, WiFi 6, Grey, Windows 11 S. 32GB Snowbell USB Card",https://m.media-amazon.com/images/I/61c1M9XE3mL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BWSVR8KR,4.4,0,349.0,0.0,57,False,0,Computers & Tablets,349.0,0.0
B0B2KMJCGT,Boys Dominion Logo T-Shirt,https://m.media-amazon.com/images/I/51aMzAQpTlL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B2KMJCGT,4.5,0,11.26,0.0,84,False,0,Boys' Clothing,11.26,0.0
B0BYMTCN6H,Puzzles for Adults - Majestic Northern Lights of Norway - A 2000 Piece Paper Puzzle for Family and Friends,https://m.media-amazon.com/images/I/91LYq+8-9JL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BYMTCN6H,4.9,0,19.99,0.0,227,False,0,Puzzles,19.99,0.0
